unit,icha11_hf,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
MIO_PPS,HF2,LT	61.75 	54.56 	47.57 	41.61 	35.64 	32.99 	29.65 	24.23 	20.70 	23.53 	20.16 	14.95 	14.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,LU	92.88 	86.40 	90.72 	88.34 	80.93 	80.80 	75.34 b	115.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,LV	24.16 	20.77 	18.93 	19.33 	23.89 	28.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,MT	29.50 	23.67 	21.29 	21.83 	18.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,NL	4803.76 	4748.01 	4830.47 	4769.20 	4652.91 	4573.73 	4823.69 	4639.84 	4351.45 	4460.40 	4262.59 	4439.48 	4111.65 	10562.59 	9880.85 	8835.76 	8700.33 	7701.36 	7101.86 	6631.58 	5908.10 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,NO	87.00 	84.99 	79.79 	79.34 	74.33 	80.58 	89.75 	69.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,PL	4663.90 	4536.20 	3937.98 	3609.82 	3038.90 	2734.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,PT	2044.92 	1961.77 	1908.45 b	1251.61 	1208.49 	1166.77 	1190.91 	1183.11 	1180.36 	1112.59 	1167.96 	1104.23 	1094.32 	1012.32 	1027.68 	919.12 	731.19 	683.53 	633.24 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,RO	191.40 	174.50 	166.93 	116.86 	109.74 	75.77 	89.45 	61.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,SE	449.87 	448.06 	410.46 	394.33 	378.68 	359.70 	334.72 	314.53 	283.47 	272.83 	295.36 	280.15 	249.48 	226.42 	207.44 	192.70 	174.81 	172.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,SI	689.00 	658.55 	638.62 	652.13 	624.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,SK	80.35 	108.42 	118.29 	160.17 	146.56 b	217.77 	402.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF2,UK	11294.74 	10675.14 	9849.62 	10488.40 	10049.16 	9805.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,AT	1804.33 	1739.42 	1712.25 	1691.12 	1625.39 	1556.81 	1475.95 	1391.36 	1356.54 	1324.51 	1321.94 	1301.65 	1275.05 	1252.74 	1302.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,BA	11.71 	10.30 	8.62 	7.79 	6.57 	6.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,BE	2144.95 	2056.84 	1976.60 	1925.11 	1686.98 	1581.60 	1467.75 	1446.88 	1317.41 	1250.05 	1301.36 	1508.63 	1437.12 	1387.07 	1300.10 	1239.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,BG	61.60 	50.67 	36.48 	35.09 	28.71 	26.00 	30.58 	26.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,CH	2925.93 	2902.49 	2921.68 	2860.88 	2645.88 	2510.60 	2421.46 	2744.07 	2632.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,CY	181.24 	181.45 	172.68 	166.32 b	141.19 	131.30 	131.35 	126.93 	122.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,CZ	33.58 	32.66 	29.62 	30.05 	33.48 	28.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,DE	5370.19 	5097.65 	4972.73 	5010.36 	4732.75 	4700.64 	4316.27 	4076.54 	3815.85 	3659.80 	24187.17 	23401.19 	22132.27 	21446.85 	20445.62 	19454.29 	18366.53 	17369.57 	16714.46 	15876.26 	14835.63 	14326.35 	13204.05 	12581.59 	: 	: 	: 
MIO_PPS,HF21,DK	501.69 	460.65 	430.17 	429.91 	384.47 	350.64 	331.62 	316.14 	298.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,EA12	45931.17 	44608.87 	43557.91 	58133.72 	55882.83 	54079.83 	53004.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,EE	7.22 	5.45 	5.47 	5.59 	4.11 	4.48 	4.40 	4.13 	3.65 	3.74 	4.08 	4.09 	3.55 	2.91 	0.86 b	0.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,EL	772.80 	699.85 	691.95 	668.39 	638.83 	563.98 	572.11 	563.00 	562.32 	463.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,ES	8166.22 	7679.74 	6628.26 	6596.93 	6317.00 	5701.36 	5643.01 	5724.29 	4875.32 	5571.13 	5627.50 	5842.38 	5442.24 	4761.61 	4256.18 	3944.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,EU15	51935.94 	50292.30 	48546.92 	62995.64 	61317.65 	59570.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,FI	334.91 	310.07 	296.22 	286.42 	277.84 	257.14 	255.55 	232.17 	211.93 	203.95 	193.96 	164.95 	168.96 	188.04 	159.71 	152.52 	152.15 	148.21 	147.19 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,FR	16123.75 	16023.48 	16440.70 	31615.98 	30499.51 	29746.66 	28562.72 	27498.88 	26178.39 	24859.80 	24500.91 	24191.30 	23047.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,HR	366.76 	340.49 	334.62 	319.35 	269.29 	278.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,HU	286.82 	289.05 	325.97 	340.19 	358.70 	372.29 	371.62 	362.53 	365.88 	327.12 	261.58 	250.92 	200.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,IE	2067.62 	2078.70 	2060.74 	2007.58 	1926.63 	1855.11 	1838.52 	1716.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,IT	2901.17 	2701.42 	2473.22 	2245.44 	2103.67 	2131.43 	2247.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,LT	58.81 	50.84 	43.97 	38.77 	33.03 	30.44 	27.50 	22.13 	18.90 	21.59 	18.02 	13.03 	11.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,LU	70.95 	66.13 	71.07 	68.23 	62.71 	63.95 	59.31 b	90.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,LV	19.27 	14.30 	14.79 	17.54 	17.26 	24.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,MT	29.50 	23.67 	21.29 	21.83 	18.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,NL	3801.85 	3816.63 	3924.15 	3857.45 	3847.30 	3800.21 	4001.71 	3849.56 	3549.45 	3634.05 	3518.95 	3603.02 	3330.48 	9706.18 	9068.65 	8031.58 	7860.62 	6875.56 	6304.61 	5867.08 	5255.15 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,NO	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,PL	3521.95 	3207.36 	2950.87 	2688.95 	2215.31 	1925.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,PT	1843.18 	1762.86 	1712.00 b	1065.37 	1039.32 	998.37 	1005.92 	990.94 	983.05 	932.91 	984.67 	941.01 	934.46 	857.51 	880.75 	781.91 	605.65 	552.16 	506.77 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,RO	128.56 	110.45 	86.38 b	47.08 	37.05 	28.73 	29.84 	20.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,SE	257.03 	251.19 	234.92 	222.73 	200.28 	192.03 	170.65 	157.89 	136.90 	124.25 	106.91 	92.95 	75.17 	65.80 	58.20 	51.25 	40.15 	39.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,SI	634.94 	606.23 	585.24 	598.97 	579.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF21,UK	6016.12 	5786.60 	5383.36 	6326.23 	6319.48 	6132.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,AT	560.00 	527.58 	494.78 	521.65 	497.89 	472.81 	462.07 	440.18 	468.34 	467.20 	448.71 	433.59 	376.15 	336.53 	311.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,BA	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,BE	8.24 	8.04 	7.61 	7.72 	6.54 	6.69 	7.13 	6.84 	5.67 	5.54 	5.34 	5.00 	4.84 	5.58 	5.82 	5.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,BG	50.21 	47.74 	52.52 	49.03 	38.96 	36.56 	32.55 	28.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,CH	203.06 	178.70 	173.15 	178.09 	153.87 	147.37 	129.68 	144.14 	130.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,CY	17.17 	16.01 	15.14 	14.36 b	9.44 	11.38 	13.77 	12.30 	17.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,CZ	567.87 	544.69 	518.46 	498.21 	483.54 	455.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,DE	3939.69 	3512.71 	3268.80 	3208.42 	3194.93 	3004.35 	3272.06 	3384.89 	3231.78 	2974.30 	2825.57 	2762.49 	2612.46 	2464.91 	2324.58 	2178.44 	2032.77 	1881.19 	1890.83 	1722.64 	1469.51 	1300.89 	1019.54 	1610.49 	: 	: 	: 
MIO_PPS,HF22,DK	17.29 	14.66 	14.10 	13.46 	12.90 	13.82 	15.05 	14.20 	13.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,EE	3.55 	2.06 	1.28 	1.14 	0.27 	0.27 	0.22 	0.19 	0.19 	0.22 	0.26 	0.33 	0.34 	0.36 	0.39 b	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,EL	16.99 	16.49 	11.57 	12.80 	14.87 	12.71 	27.78 	14.68 	68.42 	49.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,ES	406.50 	393.43 	384.89 	383.39 	368.11 	351.39 	350.66 	339.08 	343.53 	332.25 	338.96 b	630.84 	615.47 	610.08 	534.85 	508.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,FI	72.72 	72.59 	78.24 	73.95 	70.56 	73.27 	85.41 	78.90 	80.68 	83.59 	88.51 	87.85 	79.08 	74.34 	72.33 	68.19 	61.44 	54.26 	51.50 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,FR	11.90 	11.58 	12.75 	11.66 	10.51 	7.33 	7.66 	7.51 	7.23 	6.69 	6.71 	6.39 	6.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,HR	0.74 	0.42 	0.58 	0.57 	0.27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,HU	179.79 	180.21 	196.55 	195.64 b	194.93 	217.85 	225.37 	253.66 	247.97 	220.36 	202.71 	209.67 	216.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,IS	18.85 	17.42 	15.79 	14.84 	13.65 	12.82 	12.58 	12.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,IT	276.77 	259.11 	219.97 	222.35 	200.91 	182.92 	164.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,LT	0.28 	0.29 	0.25 	0.24 	0.23 	0.19 	0.17 	0.18 	0.02 	0.37 	0.65 	0.56 	0.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,LU	21.93 	20.27 	19.65 	20.12 	18.22 	16.85 	16.04 b	25.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,LV	4.63 	6.18 	4.14 	1.79 	6.63 	3.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,MT	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,NL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,NO	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,PL	670.44 	626.37 	490.80 	560.92 	514.19 	530.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,PT	19.50 	20.31 	21.57 b	10.79 	7.89 	9.40 	7.98 	11.14 	11.93 	10.00 	12.93 	8.94 	8.19 	9.23 	13.99 	11.71 	9.18 	9.86 	9.41 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,RO	40.98 	42.80 	68.44 	59.72 	54.63 	34.12 	46.30 	24.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,SE	28.01 	27.62 	29.26 	29.72 	28.96 	19.51 	15.06 	11.94 	10.35 	16.42 	39.29 	40.45 	44.07 	40.95 	34.50 	32.61 	30.16 	27.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,SI	4.60 	4.51 	4.73 	4.63 	3.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,SK	64.82 b	74.80 	68.20 	134.74 	112.63 b	128.99 	134.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF22,UK	4315.35 	3986.10 	3642.27 	3289.61 	2873.16 	2809.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,AT	75.08 	73.18 	71.28 	68.16 	58.26 	53.44 	46.90 	45.97 	44.66 	43.51 	43.19 	43.42 	41.17 	39.72 	38.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,BA	0.64 	0.53 	0.30 	0.59 	0.52 	0.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,BG	30.04 	28.42 	27.87 	25.61 	31.57 	28.90 	25.48 	22.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,CH	269.95 	233.35 	257.60 	262.36 	228.21 	192.08 	185.68 	190.35 	185.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,CY	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,CZ	71.22 	107.13 	76.99 	57.49 	148.00 	60.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,DE	1565.82 	1516.96 	1465.97 	1431.39 	1356.44 	1285.63 	1253.84 	1178.84 	1105.07 	1040.19 	1034.51 	1001.18 	940.01 	899.73 	859.66 	842.00 	838.31 	829.21 	816.37 	833.90 	878.94 	949.20 	983.22 	991.55 	: 	: 	: 
MIO_PPS,HF23,DK	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,EE	29.12 	26.13 	25.89 	24.02 	24.75 	24.04 	23.15 	20.17 	20.84 	20.61 	27.41 	13.58 	7.98 	22.45 	22.95 b	21.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,EL	27.47 	27.11 	24.38 	22.23 	3.90 	4.00 	3.82 	3.90 	3.87 	3.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,FI	391.02 	378.41 	375.17 	394.99 	367.50 	357.22 	347.70 	325.14 	294.97 	285.33 	275.98 	249.02 	220.86 	216.42 	201.25 	183.97 	169.51 	158.85 	150.26 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,FR	1521.12 	1519.46 	1503.11 	1514.64 	1477.07 	1476.00 	1386.11 	1379.74 	1344.29 	1315.12 	1297.41 	1282.84 	1241.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,HR	0.67 	0.75 	0.67 	0.78 	0.61 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,HU	85.38 	84.51 	90.91 	94.20 	85.95 	89.07 	92.19 	97.03 	95.80 	90.50 	104.73 	114.55 	113.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,IE	342.06 d	327.16 d	315.80 d	312.90 d	330.64 d	328.94 d	341.22 d	336.15 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,IT	705.77 	689.64 	643.08 	599.25 	559.81 	475.39 	467.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,LT	2.66 	3.42 	3.36 	2.59 	2.38 	2.36 	1.98 	1.91 	1.78 	1.57 	1.50 	1.36 	2.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,LU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,LV	0.26 	0.29 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,MT	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,NL	1001.91 	931.38 	906.32 	911.74 	805.60 	773.52 	821.98 	790.28 	802.00 	826.34 	743.64 	836.45 	781.17 	856.41 	812.20 	804.17 	839.71 	825.80 	797.25 	764.50 	652.95 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,NO	87.00 	84.99 	79.79 	79.34 	74.33 	80.58 	89.75 	69.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,PL	471.51 	702.47 	496.31 	359.96 	309.39 	278.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,PT	182.24 	178.60 	174.87 b	175.45 	161.28 	159.00 	177.01 	181.04 	185.38 	169.68 	170.36 	154.29 	151.67 	145.58 	132.95 	125.51 	116.36 	121.51 	117.07 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,RO	21.85 	21.25 	12.11 	10.07 	18.06 	12.93 	13.31 	16.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,SE	164.83 	169.26 	146.28 	141.87 	149.43 	148.16 	149.00 	144.69 	136.23 	132.16 	149.17 	146.74 	130.24 	119.67 	114.73 	108.84 	104.49 	105.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,SI	49.46 	47.82 	48.65 	48.53 	42.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,SK	15.53 	33.62 	50.09 b	25.42 	33.93 b	88.79 	268.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF23,UK	963.28 	902.44 	824.00 	872.57 	856.52 	863.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF3,AT	6461.94 d	6513.76 d	6451.72 d	6356.34 d	6045.84 d	5853.38 d	5576.03 d	5293.97 d	5151.13 	4836.83 d	4868.48 d	4898.05 d	4685.04 d	4567.73 d	4357.40 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF3,BA	911.00 	853.62 	852.95 	838.02 	792.45 	765.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF3,BE	7983.39 	7829.56 	7572.36 	7970.45 	7638.66 	7382.02 	7086.54 	6880.09 	6621.28 	6288.08 	6149.96 	6077.18 	5745.21 	5532.06 	5302.67 	5199.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF3,BG	3504.69 	3669.79 	3639.83 	3416.10 	3121.01 	2847.19 b	3382.85 	2879.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF3,CH	12463.93 	11331.18 	11188.33 	10791.28 	10011.06 	9107.47 	8886.52 	8268.73 	8107.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF3,CY	716.10 	685.66 	676.50 	623.80 b	594.67 	559.38 	562.41 	551.70 	576.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF3,CZ	3437.09 	3273.06 	3131.78 	3101.29 	2898.13 	2641.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPS,HF3,DE	46376.38 	45354.43 	44385.36 	43675.79 	40925.85 	39741.31 	41311.59 	39323.41 	38108.08 	36112.28 	35690.10 	35847.42 	34467.08 	32469.04 	31067.55 	28070.12 	26606.45 	24950.50 	24246.25 	22288.40 	20960.45 	19336.57 	17648.07 	16611.83 	: 	: 	: 
